R_Height,R_Weight,R_Reach,R_Stance,R_age,R_SLpM,R_Str_Acc,R_SApM,R_Str_Def,R_TD_Avg,R_TD_Acc,R_TD_Def,R_Sub_Avg,B_Height,B_Weight,B_Reach,B_Stance,B_age,B_SLpM,B_Str_Acc,B_SApM,B_Str_Def,B_TD_Avg,B_TD_Acc,B_TD_Def,B_Sub_Avg,R_hist_sig_str_avg,R_hist_td_avg,R_hist_ctrl_avg,R_hist_sig_str_pct_avg,R_hist_td_pct_avg,R_hist_won_avg,R_hist_fights_before,B_hist_sig_str_avg,B_hist_td_avg,B_hist_ctrl_avg,B_hist_sig_str_pct_avg,B_hist_td_pct_avg,B_hist_won_avg,B_hist_fights_before,date,target
76.0,205.0,79.0,Orthodox,27.592060232717316,2.97,0.4,3.81,0.51,2.64,0.41,0.52,0.0,74.0,205.0,,Orthodox,27.446954140999317,3.27,0.39,3.14,0.6,0.65,0.14,0.57,0.0,10.0,0.0,,45.0,,0.0,1,13.0,0.0,,23.0,0.0,0.0,1,2009-10-24,1
70.0,170.0,73.0,Orthodox,31.802874743326488,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,69.0,170.0,71.0,Southpaw,37.36892539356605,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,18.214285714285715,1.9285714285714286,,39.714285714285715,67.91666666666667,0.7142857142857143,14,13.4,0.4,,39.4,66.66666666666667,0.4,5,2009-09-19,1
76.0,238.0,77.0,Orthodox,25.637234770704996,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,74.0,230.0,73.0,Southpaw,35.02532511978097,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,9.5,0.0,,64.5,,1.0,2,13.0,0.5,,43.5,100.0,0.5,4,2009-09-19,1
66.0,145.0,68.0,Orthodox,25.415468856947296,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,66.0,155.0,71.0,Orthodox,35.06639288158795,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,51.5,1.5,,37.125,51.0,0.75,8,24.7,1.6,,41.4,49.57142857142857,0.6,10,2009-09-19,1
72.0,185.0,74.0,Southpaw,32.46817248459959,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,73.0,185.0,76.0,Southpaw,34.95687885010267,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,9.636363636363637,0.5454545454545454,,59.8,68.75,0.6363636363636364,11,44.06666666666667,0.8,,48.6,69.33333333333333,0.8,15,2009-09-19,1
68.0,155.0,71.0,Southpaw,26.05612594113621,2.73,0.4,2.99,0.59,1.69,0.43,0.46,1.9,71.0,155.0,,Orthodox,25.138945927446954,1.39,0.24,2.69,0.62,0.0,0.0,0.37,0.0,34.5,3.75,,40.5,58.5,0.75,4,,,,,,,0,2009-09-19,1
69.0,155.0,71.0,Orthodox,23.67693360711841,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,73.0,145.0,73.0,Orthodox,25.399041752224505,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,27.0,7.0,,60.0,87.0,1.0,1,16.4,0.4,,28.8,33.333333333333336,0.8,5,2009-09-19,1
69.0,170.0,76.0,Orthodox,26.576317590691307,3.14,0.47,2.37,0.6,0.91,0.4,0.64,0.0,72.0,170.0,72.0,Orthodox,27.42505133470226,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,,,,,,,0,28.428571428571427,1.1428571428571428,,47.42857142857143,80.0,0.8571428571428571,7,2009-09-19,1
68.0,145.0,68.0,Orthodox,25.100616016427104,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,68.0,155.0,71.0,Orthodox,27.64681724845996,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,,,,,,,0,,,,,,,0,2009-09-19,1
73.0,205.0,76.0,Orthodox,27.65776865160849,3.29,0.38,2.26,0.57,3.55,0.6,0.82,0.4,72.0,185.0,72.0,Southpaw,31.148528405201915,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,28.0,2.0,,46.666666666666664,76.66666666666667,0.6666666666666666,3,11.375,0.25,,57.875,100.0,0.5,8,2009-09-19,1
69.0,170.0,71.0,Southpaw,25.059548254620122,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,69.0,170.0,71.0,Orthodox,25.462012320328544,3.3,0.39,1.63,0.65,3.67,0.6,0.37,1.8,21.0,4.0,,31.0,100.0,0.0,1,,,,,,,0,2009-09-19,1
68.0,155.0,70.0,Southpaw,24.89801505817933,3.49,0.46,3.22,0.61,1.93,0.37,0.58,0.6,69.0,155.0,70.0,Orthodox,28.139630390143736,2.5,0.3,2.83,0.64,2.02,0.52,0.65,0.4,17.5,2.0,,34.5,33.0,0.0,2,27.0,0.75,,48.0,70.0,0.5,4,2009-09-19,1
74.0,205.0,77.0,Orthodox,29.201916495550993,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,71.0,205.0,71.0,Orthodox,34.20396988364134,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3,26.0,0.5,,39.5,100.0,1.0,2,34.0,2.5,,56.5,75.0,1.0,2,2009-09-19,1
72.0,205.0,74.0,Orthodox,38.70773442847365,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,72.0,205.0,74.0,Orthodox,30.713210130047912,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,17.8,2.2,,53.0,41.6,0.6,5,,,,,,,0,2009-09-19,1
74.0,185.0,76.0,Orthodox,26.102669404517453,2.65,0.47,2.58,0.54,3.55,0.54,0.62,1.2,74.0,185.0,,Southpaw,,1.13,0.34,3.07,0.4,0.0,0.0,0.38,1.0,5.0,0.5,,40.25,66.66666666666667,0.5,4,,,,,,,0,2009-09-16,1
73.0,205.0,74.0,Orthodox,28.97741273100616,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,74.0,185.0,75.0,Orthodox,22.77344284736482,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7,8.0,0.0,,44.0,,0.0,1,42.0,0.5,,43.5,100.0,0.5,2,2009-09-16,1
69.0,145.0,71.0,Orthodox,23.312799452429843,3.18,0.4,3.06,0.58,1.16,0.38,0.65,0.4,72.0,155.0,73.0,Orthodox,26.069815195071868,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8,24.285714285714285,0.8571428571428571,,45.0,87.5,0.42857142857142855,7,16.666666666666668,0.0,,31.333333333333332,0.0,0.3333333333333333,3,2009-09-16,1
72.0,170.0,76.0,Southpaw,24.418891170431213,4.62,0.45,3.78,0.53,1.19,0.3,0.42,1.4,69.0,155.0,71.0,Orthodox,26.466803559206024,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,16.571428571428573,1.4285714285714286,,44.714285714285715,46.857142857142854,0.7142857142857143,7,11.125,1.25,,35.875,85.0,0.625,8,2009-09-16,1
72.0,185.0,72.0,Open Stance,37.497604380561256,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0,75.0,185.0,75.0,Orthodox,32.18891170431211,3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3,28.25,0.125,,44.285714285714285,50.0,0.75,8,26.666666666666668,0.3333333333333333,,29.666666666666668,100.0,1.0,3,2009-09-16,1
69.0,155.0,70.0,Orthodox,30.357289527720738,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,69.0,155.0,70.0,Orthodox,26.327173169062284,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5,21.166666666666668,3.1666666666666665,,45.5,92.2,0.8333333333333334,6,41.857142857142854,1.8571428571428572,,42.57142857142857,50.2,0.8571428571428571,7,2009-09-16,1
74.0,170.0,75.0,Orthodox,25.39082819986311,3.63,0.39,2.49,0.56,0.62,0.54,0.39,1.0,69.0,170.0,71.0,Orthodox,24.470910335386723,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,35.0,3.0,,40.0,75.0,0.0,1,,,,,,,0,2009-09-16,1
72.0,170.0,74.0,Orthodox,33.9958932238193,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5,73.0,170.0,75.0,Orthodox,32.276522929500345,2.32,0.5,1.36,0.55,1.31,0.5,0.6,1.6,1.0,0.0,,25.0,,0.0,1,38.0,1.3333333333333333,,53.666666666666664,66.5,0.3333333333333333,3,2009-09-16,1
73.0,185.0,76.0,Orthodox,31.98904859685147,2.84,0.39,2.99,0.59,1.55,0.5,0.31,1.9,75.0,185.0,75.0,Orthodox,28.366872005475702,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0,14.333333333333334,0.6666666666666666,,49.666666666666664,100.0,0.0,3,,,,,,,0,2009-09-16,1
68.0,170.0,71.0,Orthodox,29.0403832991102,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,71.0,170.0,71.0,Southpaw,32.06570841889117,1.39,0.46,1.5,0.55,2.67,0.34,0.43,2.0,,,,,,,0,13.25,2.0,,53.75,50.0,0.75,4,2009-09-16,1
74.0,205.0,74.0,Orthodox,26.795345653661876,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,74.0,185.0,76.0,Orthodox,33.828884325804246,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,18.4,0.4,,61.8,37.5,0.8,5,45.5,0.3,,41.8,37.5,0.6,10,2009-08-29,1
75.0,230.0,78.0,Orthodox,31.88501026694045,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2,73.0,205.0,77.0,Open Stance,32.07392197125257,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0,27.666666666666668,0.4444444444444444,,59.111111111111114,62.5,0.6666666666666666,9,13.333333333333334,0.6666666666666666,,33.666666666666664,100.0,1.0,3,2009-08-29,1
74.0,242.0,76.0,Orthodox,30.28336755646817,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,74.0,258.0,76.0,Orthodox,33.973990417522245,1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6,12.777777777777779,1.3333333333333333,,51.888888888888886,71.5,0.6666666666666666,9,,,,,,,0,2009-08-29,1
75.0,240.0,77.0,Orthodox,33.24024640657084,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,73.0,205.0,75.0,Orthodox,46.18754277891855,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,31.0,2.0,,37.0,49.0,0.6666666666666666,3,33.68421052631579,2.5789473684210527,,63.36842105263158,67.11764705882354,0.6842105263157895,19,2009-08-29,1
72.0,170.0,73.0,Orthodox,35.110198494182065,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,73.0,205.0,77.0,Orthodox,28.906228610540726,3.32,0.49,3.35,0.43,2.21,0.48,0.6,1.2,16.0,1.0,,59.0,100.0,1.0,1,29.5,2.875,,61.0,59.0,0.5,8,2009-08-29,1
73.0,255.0,73.0,Orthodox,32.9637234770705,1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7,73.0,225.0,73.0,Orthodox,33.52772073921971,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0,,,,,,,0,21.0,1.3333333333333333,,39.666666666666664,42.5,0.6666666666666666,3,2009-08-29,1
73.0,185.0,,Orthodox,27.550992470910334,2.68,0.53,2.33,0.49,6.51,0.68,0.0,1.8,71.0,185.0,73.0,Southpaw,29.10609171800137,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,2.0,1.0,,50.0,50.0,0.0,1,25.083333333333332,1.0,,44.666666666666664,54.55555555555556,0.6666666666666666,12,2009-08-29,1
72.0,185.0,74.0,Orthodox,30.360027378507873,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,73.0,170.0,72.0,Southpaw,31.811088295687885,1.82,0.43,2.03,0.63,2.55,0.26,0.61,1.0,32.44444444444444,2.3333333333333335,,51.44444444444444,77.5,0.7777777777777778,9,11.2,1.4,,61.2,47.4,1.0,5,2009-08-29,1
70.0,155.0,70.0,Southpaw,27.696098562628336,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,70.0,155.0,74.0,Orthodox,36.030116358658454,1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3,13.0,0.0,,48.0,,1.0,1,25.2,0.4,,44.0,9.0,0.4,5,2009-08-29,1
75.0,260.0,78.0,Orthodox,23.72895277207392,5.93,0.37,2.87,0.56,0.72,0.25,0.9,0.0,76.0,260.0,76.0,Orthodox,26.308008213552363,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9,,,,,,,0,0.0,1.0,,0.0,100.0,1.0,1,2009-08-29,1
72.0,185.0,71.0,Orthodox,31.550992470910334,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,72.0,185.0,72.0,Southpaw,27.991786447638603,2.11,0.44,2.32,0.63,3.71,0.44,0.83,0.5,14.0,0.0,,37.0,0.0,0.0,1,20.0,3.5,,69.0,100.0,0.5,2,2009-08-29,1
68.0,155.0,69.0,Southpaw,28.66255989048597,3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1,69.0,155.0,70.0,Southpaw,24.689938398357288,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6,41.5,0.75,,42.25,50.0,0.25,4,7.5,1.5,,36.0,30.0,1.0,2,2009-08-08,1
69.0,155.0,70.0,Orthodox,30.652977412731005,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,70.0,145.0,74.0,Southpaw,33.20191649555099,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,35.214285714285715,1.4285714285714286,,63.285714285714285,57.45454545454545,0.6428571428571429,14,24.181818181818183,1.7272727272727273,,52.54545454545455,56.8,0.8181818181818182,11,2009-08-08,1
68.0,155.0,70.0,Orthodox,30.255989048596852,2.45,0.43,1.94,0.63,2.9,0.54,0.69,0.8,71.0,170.0,72.0,Orthodox,26.376454483230663,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,22.625,2.0,,48.25,60.625,0.625,8,30.625,1.125,,43.42857142857143,43.0,0.5,8,2009-08-08,1
74.0,185.0,77.0,Southpaw,34.31895961670089,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,75.0,205.0,77.0,Orthodox,30.39835728952772,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,32.111111111111114,0.2222222222222222,,79.77777777777777,66.66666666666667,1.0,9,58.5,0.5,,41.7,37.0,0.7,10,2009-08-08,1
69.0,185.0,69.0,Southpaw,25.905544147843944,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,70.0,170.0,75.0,Orthodox,28.947296372347708,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3,,,,,,,0,2.0,0.0,,40.0,,1.0,1,2009-08-08,1
67.0,170.0,72.0,Orthodox,26.439425051334702,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4,76.0,185.0,76.0,Switch,22.757015742642025,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,21.0,7.0,,51.0,100.0,1.0,1,18.4,1.4,,54.2,65.66666666666667,0.6,5,2009-08-08,1
72.0,185.0,72.0,Orthodox,27.9315537303217,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0,73.0,185.0,78.0,Orthodox,27.920602327173167,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,20.444444444444443,1.1111111111111112,,47.44444444444444,50.0,0.4444444444444444,9,20.142857142857142,1.5714285714285714,,42.166666666666664,34.714285714285715,0.7142857142857143,7,2009-08-08,1
72.0,170.0,74.0,Orthodox,32.68993839835729,2.02,0.49,1.2,0.61,3.74,0.38,0.31,1.2,78.0,185.0,79.0,Orthodox,26.7378507871321,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7,16.0,2.3333333333333335,,58.666666666666664,50.5,0.5,6,22.857142857142858,0.2857142857142857,,44.857142857142854,66.66666666666667,0.7142857142857143,7,2009-08-08,1
73.0,170.0,76.0,Southpaw,23.564681724845997,3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5,74.0,170.0,,Orthodox,23.770020533880903,0.97,0.3,2.1,0.31,0.0,0.0,0.66,0.5,54.0,4.5,,67.0,70.0,1.0,2,24.0,0.0,,35.0,,1.0,1,2009-08-08,1
69.0,170.0,72.0,Orthodox,27.41409993155373,2.69,0.32,3.2,0.64,1.22,0.66,0.63,0.3,73.0,185.0,,Orthodox,26.253251197809718,2.86,0.37,2.4,0.68,1.71,0.66,0.33,1.7,,,,,,,0,,,,,,,0,2009-08-08,1
70.0,155.0,71.0,Orthodox,32.082135523613964,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,73.0,135.0,72.0,Orthodox,27.742642026009584,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,11.5,1.5,,63.0,75.0,1.0,2,41.5,0.5,,27.5,100.0,0.5,2,2009-08-08,1
68.0,155.0,71.0,Southpaw,25.864476386036962,2.73,0.4,2.99,0.59,1.69,0.43,0.46,1.9,68.0,155.0,70.0,Orthodox,29.522245037645447,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,33.666666666666664,3.0,,40.666666666666664,49.666666666666664,0.6666666666666666,3,31.25,0.75,,51.5,45.75,0.5,4,2009-07-11,1
72.0,170.0,74.0,Orthodox,31.37577002053388,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,71.0,170.0,74.0,Orthodox,28.45722108145106,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2,32.4,2.9,,52.3,53.3,0.9,10,7.0,0.0,,29.0,,1.0,1,2009-07-11,1
75.0,265.0,81.0,Orthodox,31.99726214921287,3.53,0.72,2.11,0.5,3.9,0.55,0.6,0.5,75.0,264.0,79.0,Southpaw,30.132785763175907,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,30.666666666666668,2.6666666666666665,,75.0,77.66666666666667,0.6666666666666666,3,11.461538461538462,0.9230769230769231,,54.38461538461539,58.55555555555556,0.7692307692307693,13,2009-07-11,1
73.0,205.0,75.0,Orthodox,44.55578370978782,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8,76.0,205.0,79.0,Orthodox,32.26830937713895,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,21.3,2.2,,61.8,65.0,0.6,10,28.555555555555557,0.6666666666666666,,40.111111111111114,31.0,0.5555555555555556,9,2009-07-11,1
71.0,185.0,76.0,Orthodox,28.145106091718002,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,69.0,170.0,70.0,Orthodox,25.77138945927447,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,47.42857142857143,2.9285714285714284,,58.57142857142857,74.57142857142857,0.8571428571428571,14,29.272727272727273,0.5454545454545454,,52.45454545454545,80.0,0.8181818181818182,11,2009-07-11,1
70.0,170.0,75.0,Orthodox,33.95208761122519,3.1,0.41,3.62,0.57,2.29,0.67,0.92,1.0,74.0,185.0,75.0,Orthodox,25.21286789869952,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,,,,,,,0,21.0,0.375,,37.375,41.0,0.625,8,2009-07-11,1
71.0,185.0,74.0,Orthodox,38.88021902806297,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,73.0,185.0,75.0,Orthodox,30.365503080082135,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,36.166666666666664,2.0,,54.5,67.2,0.6666666666666666,6,39.625,1.25,,48.0,68.83333333333333,0.875,8,2009-07-11,1
76.0,205.0,84.0,Orthodox,21.97946611909651,4.3,0.57,2.22,0.64,1.85,0.44,0.95,0.4,75.0,205.0,76.0,Orthodox,24.791238877481177,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,43.5,4.5,,56.5,55.0,1.0,2,13.5,5.0,,47.0,69.2,0.6666666666666666,6,2009-07-11,1
72.0,205.0,74.0,Southpaw,26.157426420260094,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4,74.0,185.0,76.0,Orthodox,25.919233401779604,2.65,0.47,2.58,0.54,3.55,0.54,0.62,1.2,14.0,7.0,,63.0,36.0,1.0,1,6.333333333333333,0.6666666666666666,,47.0,66.66666666666667,0.6666666666666666,3,2009-07-11,1
74.0,170.0,76.0,Southpaw,27.64681724845996,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,70.0,155.0,72.0,Orthodox,25.371663244353183,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6,36.0,2.6666666666666665,,59.666666666666664,51.333333333333336,0.6666666666666666,3,34.0,3.0,,44.0,75.0,1.0,1,2009-07-11,1
70.0,155.0,71.0,Orthodox,27.529089664613277,1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4,68.0,145.0,70.0,Orthodox,27.95071868583162,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,15.5,1.5,,48.5,57.5,0.5,2,33.0,1.3333333333333333,,62.666666666666664,100.0,0.3333333333333333,3,2009-07-11,1
70.0,170.0,72.0,Southpaw,27.468856947296374,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,67.0,155.0,70.0,Orthodox,27.531827515400412,2.44,0.34,2.57,0.63,3.36,0.38,0.68,0.7,32.72727272727273,1.5454545454545454,,46.0,39.8,0.8181818181818182,11,36.125,4.0,,43.25,44.25,0.625,8,2009-06-20,1
68.0,155.0,69.0,Orthodox,24.73100616016427,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,71.0,155.0,73.0,Orthodox,27.61122518822724,2.52,0.33,4.57,0.51,0.0,0.0,0.74,0.0,,,,,,,0,,,,,,,0,2009-06-20,1
73.0,205.0,76.0,Orthodox,27.408624229979466,3.29,0.38,2.26,0.57,3.55,0.6,0.82,0.4,72.0,235.0,,Orthodox,29.645448323066393,0.51,0.5,4.62,0.57,0.0,0.0,0.2,5.1,28.5,1.0,,48.0,75.0,0.5,2,0.0,0.0,,,0.0,1.0,1,2009-06-20,1
71.0,170.0,68.0,Orthodox,34.83915126625599,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,70.0,170.0,74.0,Orthodox,29.297741273100616,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8,28.0,0.6428571428571429,,46.642857142857146,66.5,0.35714285714285715,14,20.666666666666668,0.0,,47.333333333333336,0.0,0.6666666666666666,3,2009-06-20,1
70.0,170.0,73.0,Orthodox,32.07118412046543,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7,70.0,170.0,71.0,Orthodox,25.32511978097194,3.16,0.29,4.23,0.6,2.21,0.57,0.5,0.6,66.0,0.0,,43.0,0.0,1.0,2,,,,,,,0,2009-06-20,1
69.0,155.0,71.0,Orthodox,26.2258726899384,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,70.0,155.0,71.0,Southpaw,25.702943189596166,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,10.857142857142858,1.2857142857142858,,37.285714285714285,100.0,0.5714285714285714,7,11.75,3.75,,38.5,61.714285714285715,0.625,8,2009-06-20,1
67.0,145.0,70.0,Orthodox,27.014373716632445,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2,72.0,170.0,76.0,Southpaw,24.177960301163587,4.62,0.45,3.78,0.53,1.19,0.3,0.42,1.4,20.0,1.6,,53.2,58.875,0.6,10,18.333333333333332,1.5,,48.833333333333336,46.333333333333336,0.8333333333333334,6,2009-06-20,1
74.0,170.0,76.0,Orthodox,24.470910335386723,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0,71.0,170.0,,Orthodox,25.026694045174537,2.18,0.36,3.82,0.53,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,0,2009-06-20,1
70.0,155.0,71.0,Orthodox,29.021218343600275,2.01,0.39,3.7,0.62,0.0,0.0,0.26,1.4,71.0,155.0,,Orthodox,22.10814510609172,5.04,0.38,2.94,0.61,0.0,0.0,0.0,0.0,25.0,0.0,,37.5,,0.0,2,,,,,,,0,2009-06-20,1
73.0,170.0,75.0,Orthodox,31.129363449691994,1.82,0.45,2.03,0.5,1.27,0.22,0.66,3.8,73.0,170.0,75.0,Orthodox,26.978781656399725,2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7,,,,,,,0,,,,,,,0,2009-06-20,1
74.0,230.0,73.0,Southpaw,34.757015742642025,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,74.0,245.0,77.0,Orthodox,35.9151266255989,1.36,0.19,3.61,0.53,0.0,0.0,0.0,0.0,12.0,0.3333333333333333,,43.0,100.0,0.3333333333333333,3,4.0,0.0,,44.0,0.0,0.0,1,2009-06-13,1
67.0,155.0,68.0,Southpaw,33.09514031485284,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,67.0,155.0,70.0,Southpaw,34.09993155373032,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5,33.5,0.6,,46.5,22.8,0.7,10,29.714285714285715,2.142857142857143,,49.57142857142857,44.4,0.42857142857142855,7,2009-06-13,1
73.0,185.0,76.0,Southpaw,34.68856947296372,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,71.0,205.0,74.0,Orthodox,32.94455852156057,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,43.5,0.7857142857142857,,49.642857142857146,73.2,0.7857142857142857,14,16.333333333333332,0.0,,46.0,0.0,0.3333333333333333,6,2009-06-13,1
72.0,170.0,74.0,Orthodox,27.07460643394935,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4,70.0,170.0,70.0,Southpaw,35.80287474332649,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,31.0,0.0,,35.5,,1.0,2,24.9,0.9,,51.8,49.0,0.8,10,2009-06-13,1
73.0,170.0,77.0,Orthodox,29.984941820670773,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6,74.0,170.0,77.0,Orthodox,26.168377823408623,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,20.555555555555557,0.5555555555555556,,51.333333333333336,71.0,0.8888888888888888,9,33.666666666666664,0.3333333333333333,,74.66666666666667,100.0,1.0,3,2009-06-13,1
73.0,155.0,73.0,Orthodox,23.419575633127995,2.16,0.35,2.53,0.67,0.43,0.3,0.39,1.4,72.0,155.0,73.0,Orthodox,25.809719370294317,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8,26.8,0.2,,44.6,33.333333333333336,0.6,5,13.5,0.0,,30.0,,0.5,2,2009-06-13,1
66.0,145.0,70.0,Orthodox,30.414784394250514,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,70.0,155.0,69.0,Orthodox,30.193018480492814,1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5,18.8,0.4,,34.6,37.5,0.4,5,4.5,0.0,,30.0,,0.5,2,2009-06-13,1
73.0,240.0,77.0,Orthodox,26.87748117727584,6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4,76.0,240.0,82.0,Orthodox,34.07529089664613,3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2,49.333333333333336,0.6666666666666666,,73.0,62.5,1.0,3,37.888888888888886,1.3333333333333333,,67.0,70.14285714285714,0.7777777777777778,9,2009-06-13,1
69.0,155.0,70.0,Orthodox,24.750171115674195,3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5,75.0,155.0,77.0,Orthodox,27.5564681724846,1.56,0.4,1.83,0.62,1.17,0.22,0.0,3.5,48.0,2.0,,30.666666666666668,77.66666666666667,0.6666666666666666,3,15.0,1.0,,55.0,25.0,1.0,1,2009-06-13,1
73.0,170.0,75.0,Orthodox,21.89185489390828,3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9,69.0,170.0,71.0,Southpaw,24.791238877481177,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,18.0,5.0,,50.0,71.0,1.0,1,,,,,,,0,2009-06-13,1
